PAPEL,Ano,P/L,P/RECEITA (PSR),P/VP,DIVIDEND YIELD (DY),PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,Rentab_1M,Rentab_3M,Rentab_1A,Rentab_2A,Rentab_5A,Rentab_10A
LUPA,2024,-1.62,0.42,0.37,"0,00%","0,00%","-25,80%","21,42%","21,54%","26,00%",7.11,8.59,1.61,1.95,0.10,1.17,-0.15,3.17,-0.73,0.24,"-22,96%","4,84%","-6,24%",5.50,6.64,1.30,0.27,0.73,1.39,"30,38%",-%,R$ 52.459.000,R$ 230.916.000,R$ 121.242.000,43.716.000,R$ 503.978.000,R$ 144.657.000,R$ 180.813.000,R$ 178.457.000,R$ 2.356.000,Novo Mercado,"82,71%","100,00%",R$ 91.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"3,45%","0,00%","-22,08%","-55,06%","-45,21%","-63,64%"
LUPA,2023,1.88,1.15,0.62,"0,00%","0,00%","61,03%","23,39%","-35,19%","-27,65%",-9.41,-7.40,-4.14,-3.25,0.20,2.31,-0.29,3.65,1.20,0.18,"33,00%","-10,15%","10,91%",-5.27,-4.14,0.91,0.33,0.67,1.42,"-7,38%",-%,R$ 52.459.000,R$ 230.916.000,R$ 121.242.000,43.716.000,R$ 503.978.000,R$ 144.657.000,R$ 180.813.000,R$ 178.457.000,R$ 2.356.000,Novo Mercado,"82,71%","100,00%",R$ 91.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"3,45%","0,00%","-22,08%","-55,06%","-45,21%","-63,64%"
LUPA,2022,3.14,1.56,0.92,"0,00%","0,00%","49,71%","22,87%","-53,63%","-45,01%",-6.34,-5.32,-3.47,-2.91,0.30,2.75,-0.44,4.29,1.26,0.19,"29,23%","-53,46%","9,57%",-2.87,-2.41,0.83,0.33,0.67,1.53,"-0,36%",-%,R$ 52.459.000,R$ 230.916.000,R$ 121.242.000,43.716.000,R$ 503.978.000,R$ 144.657.000,R$ 180.813.000,R$ 178.457.000,R$ 2.356.000,Novo Mercado,"82,71%","100,00%",R$ 91.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"3,45%","0,00%","-22,08%","-55,06%","-45,21%","-63,64%"
LUPA,2021,-5.63,2.49,1.60,"0,00%","0,00%","-44,19%","26,97%","-52,42%","-46,64%",-7.84,-6.98,-5.33,-4.74,0.46,1.59,-0.86,3.32,-0.95,0.19,"-28,50%","-18,14%","-8,22%",-2.51,-2.24,0.89,0.29,0.71,2.71,"-7,55%",-%,R$ 52.459.000,R$ 230.916.000,R$ 121.242.000,43.716.000,R$ 503.978.000,R$ 144.657.000,R$ 180.813.000,R$ 178.457.000,R$ 2.356.000,Novo Mercado,"82,71%","100,00%",R$ 91.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"3,45%","0,00%","-22,08%","-55,06%","-45,21%","-63,64%"
LUPA,2020,5.14,1.94,0.75,"0,00%","0,00%","37,69%","22,80%","10,92%","26,03%",14.86,35.43,7.44,17.75,0.21,0.88,-0.36,3.21,0.47,0.11,"14,68%","0,89%","4,18%",7.41,17.68,0.90,0.28,0.72,2.55,"-27,27%",-%,R$ 52.459.000,R$ 230.916.000,R$ 121.242.000,43.716.000,R$ 503.978.000,R$ 144.657.000,R$ 180.813.000,R$ 178.457.000,R$ 2.356.000,Novo Mercado,"82,71%","100,00%",R$ 91.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"3,45%","0,00%","-22,08%","-55,06%","-45,21%","-63,64%"
OPCT,Atual,-157.41,0.74,1.46,-,-,"-0,47%","25,33%","12,29%","28,64%",4.98,11.61,2.58,6.01,0.48,4.38,-0.69,4.58,-0.04,0.65,"-0,93%","7,45%","-0,31%",2.40,5.61,1.69,0.33,0.67,1.54,"23,08%",-,R$ 1.289.739.000,R$ 2.540.062.000,R$ 916.790.000,199.959.000,R$ 2.809.573.000,R$ 869.810.000,R$ 1.552.037.000,R$ 1.250.323.000,R$ 301.714.000,Nível 1,"37,82%","100,00%",R$ 2.856.000,Utilidade Pública,Água e Saneamento,"0,47%","5,91%","-2,12%","25,49%","0,00%","0,00%"
OPCT,2024,-67.82,0.61,1.06,"0,00%","0,00%","-0,91%","26,84%","16,24%","31,34%",4.12,7.95,1.96,3.78,0.35,2.33,-0.52,4.97,-0.08,0.57,"-1,57%","9,37%","-0,51%",2.16,4.17,1.71,0.33,0.67,1.82,-%,-%,R$ 1.289.739.000,R$ 2.540.062.000,R$ 916.790.000,199.959.000,R$ 2.809.573.000,R$ 869.810.000,R$ 1.552.037.000,R$ 1.250.323.000,R$ 301.714.000,Nível 1,"37,82%","100,00%",R$ 2.856.000,Utilidade Pública,Água e Saneamento,"0,47%","5,91%","-2,12%","25,49%","0,00%","0,00%"
OPCT,2023,17.32,0.77,1.61,"0,00%","0,00%","4,45%","22,78%","16,69%","31,72%",4.19,7.97,2.43,4.61,0.53,9.74,-0.75,3.94,0.37,0.69,"9,30%","11,38%","3,08%",1.77,3.36,1.50,0.33,0.67,1.23,-%,-%,R$ 1.289.739.000,R$ 2.540.062.000,R$ 916.790.000,199.959.000,R$ 2.809.573.000,R$ 869.810.000,R$ 1.552.037.000,R$ 1.250.323.000,R$ 301.714.000,Nível 1,"37,82%","100,00%",R$ 2.856.000,Utilidade Pública,Água e Saneamento,"0,47%","5,91%","-2,12%","25,49%","0,00%","0,00%"
OPCT,2022,-6.15,0.48,0.75,"0,00%","0,00%","-7,74%","15,62%","2,21%","20,13%",6.64,60.31,2.37,21.50,0.25,-4.65,-0.33,3.82,-0.46,0.53,"-12,18%","0,09%","-4,09%",4.27,38.82,1.56,0.34,0.66,0.81,-%,-%,R$ 1.289.739.000,R$ 2.540.062.000,R$ 916.790.000,199.959.000,R$ 2.809.573.000,R$ 869.810.000,R$ 1.552.037.000,R$ 1.250.323.000,R$ 301.714.000,Nível 1,"37,82%","100,00%",R$ 2.856.000,Utilidade Pública,Água e Saneamento,"0,47%","5,91%","-2,12%","25,49%","0,00%","0,00%"
OPCT,2021,-20.75,0.68,0.67,"0,00%","0,00%","-3,28%","17,79%","3,53%","21,66%",6.91,42.39,3.14,19.27,0.24,1.33,-0.36,4.49,-0.14,0.36,"-3,22%","1,04%","-1,91%",3.77,23.12,1.40,0.36,0.64,2.20,-%,-%,R$ 1.289.739.000,R$ 2.540.062.000,R$ 916.790.000,199.959.000,R$ 2.809.573.000,R$ 869.810.000,R$ 1.552.037.000,R$ 1.250.323.000,R$ 301.714.000,Nível 1,"37,82%","100,00%",R$ 2.856.000,Utilidade Pública,Água e Saneamento,"0,47%","5,91%","-2,12%","25,49%","0,00%","0,00%"
OPCT,2020,0.00,0.00,0.00,"0,00%","0,00%","-3,55%","19,48%","11,06%","23,52%",4.22,8.98,0.00,0.00,0.00,0.00,0.00,0.79,-0.11,0.57,"-14,43%","6,40%","-2,03%",4.22,8.98,5.09,0.14,0.86,1.29,-%,-%,R$ 1.289.739.000,R$ 2.540.062.000,R$ 916.790.000,199.959.000,R$ 2.809.573.000,R$ 869.810.000,R$ 1.552.037.000,R$ 1.250.323.000,R$ 301.714.000,Nível 1,"37,82%","100,00%",R$ 2.856.000,Utilidade Pública,Água e Saneamento,"0,47%","5,91%","-2,12%","25,49%","0,00%","0,00%"
OSXB,Atual,-0.01,0.11,-,-,-,"-1.867,14%","98,79%","-1.337,01%","-1.314,56%",-7.38,-7.26,-0.01,-0.01,0.01,-0.01,-0.01,-2827.34,-436.87,0.05,"-15,45%","74,67%","-115,70%",-7.38,-7.25,-0.80,-6.37,7.38,0.02,"49,00%",-,R$ 7.870.000,R$ 7.149.896.000,R$ -8.900.601.000,3.148.000,R$ 1.396.709.000,R$ 18.512.000,R$ 7.152.330.000,R$ 7.142.026.000,R$ 10.304.000,Novo Mercado,"50,58%","100,00%",R$ 4.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"-1,19%","-12,59%","-35,23%","-43,44%","-43,31%","-85,29%"
OSXB,2024,-0.01,0.18,-0.00,"0,00%","0,00%","-2.162,59%","99,99%","-1.519,57%","-1.493,92%",-7.00,-6.88,-0.01,-0.01,0.008163,-0.01,-0.01,-2664.79,-442.54,0.05,"-16,61%","78,17%","-113,72%",-6.98,-6.87,-0.80,-6.03,7.04,0.007909,"39,89%",-%,R$ 7.870.000,R$ 7.149.896.000,R$ -8.900.601.000,3.148.000,R$ 1.396.709.000,R$ 18.512.000,R$ 7.152.330.000,R$ 7.142.026.000,R$ 10.304.000,Novo Mercado,"50,58%","100,00%",R$ 4.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"-1,19%","-12,59%","-35,23%","-43,44%","-43,31%","-85,29%"
OSXB,2023,-0.01,0.29,-0.00,"0,00%","0,00%","-2.617,88%","100,00%","-770,49%","-750,14%",-17.86,-17.38,-0.04,-0.04,0.005626,-0.02,-0.01,-2158.85,-376.26,0.02,"-17,43%","62,35%","-50,32%",-17.82,-17.35,-0.89,-2.87,3.88,0.01,"37,94%",-%,R$ 7.870.000,R$ 7.149.896.000,R$ -8.900.601.000,3.148.000,R$ 1.396.709.000,R$ 18.512.000,R$ 7.152.330.000,R$ 7.142.026.000,R$ 10.304.000,Novo Mercado,"50,58%","100,00%",R$ 4.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"-1,19%","-12,59%","-35,23%","-43,44%","-43,31%","-85,29%"
OSXB,2022,-0.14,0.59,-0.00,"0,00%","0,00%","-406,19%","90,81%","1.494,38%","1.551,63%",9.82,10.20,0.04,0.04,0.007520,-0.03,-0.01,-1783.31,-45.26,0.01,"-2,54%","-134,54%","-10,50%",9.79,10.16,-0.95,-2.04,3.05,0.05,"26,97%",-%,R$ 7.870.000,R$ 7.149.896.000,R$ -8.900.601.000,3.148.000,R$ 1.396.709.000,R$ 18.512.000,R$ 7.152.330.000,R$ 7.142.026.000,R$ 10.304.000,Novo Mercado,"50,58%","100,00%",R$ 4.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"-1,19%","-12,59%","-35,23%","-43,44%","-43,31%","-85,29%"
OSXB,2021,0.18,0.81,-0.00,"0,00%","0,00%","464,24%","90,19%","3.159,09%","3.219,36%",5.61,5.72,0.03,0.03,0.009623,-0.04,-0.01,-1692.26,38.93,0.01,"-2,30%","-92,43%","5,51%",5.59,5.70,-0.89,-2.39,3.39,0.02,-%,-%,R$ 7.870.000,R$ 7.149.896.000,R$ -8.900.601.000,3.148.000,R$ 1.396.709.000,R$ 18.512.000,R$ 7.152.330.000,R$ 7.142.026.000,R$ 10.304.000,Novo Mercado,"50,58%","100,00%",R$ 4.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"-1,19%","-12,59%","-35,23%","-43,44%","-43,31%","-85,29%"
OSXB,2020,-0.07,6.37,-0.01,"0,00%","0,00%","-8.676,47%","100,00%","-5.993,92%","-5.634,42%",-8.07,-7.59,-0.11,-0.11,0.04,-0.12,-0.04,-1730.83,-276.44,0.006742,"-15,97%","66,49%","-58,61%",-7.96,-7.48,-0.83,-3.66,4.67,0.02,"-51,39%",-%,R$ 7.870.000,R$ 7.149.896.000,R$ -8.900.601.000,3.148.000,R$ 1.396.709.000,R$ 18.512.000,R$ 7.152.330.000,R$ 7.142.026.000,R$ 10.304.000,Novo Mercado,"50,58%","100,00%",R$ 4.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"-1,19%","-12,59%","-35,23%","-43,44%","-43,31%","-85,29%"
CBAV,Atual,10.68,0.23,0.46,-,-,"2,15%","11,05%","8,33%","16,26%",3.70,7.22,1.41,2.76,0.15,1.03,-0.22,6.70,0.29,0.66,"4,32%","7,48%","2,20%",2.29,4.46,0.90,0.33,0.66,1.86,-,-,R$ 1.875.089.000,R$ 5.130.981.000,R$ 4.361.183.000,651.072.000,R$ 13.339.421.000,R$ 4.200.378.000,R$ 3.929.242.000,R$ 3.255.892.000,R$ 673.350.000,Nível 1,"31,40%","100,00%",R$ 26.952.000,Bens Industriais,Máquinas e Equipamentos Industriais,"-36,00%","-38,46%","-44,51%","-32,08%","0,00%","0,00%"
CBAV,2024,-16.90,0.37,0.81,"0,00%","0,00%","-2,21%","10,52%","8,07%","15,94%",4.86,9.61,2.34,4.63,0.22,1.38,-0.33,5.81,-0.28,0.59,"-4,77%","4,35%","-0,53%",2.52,4.98,1.27,0.27,0.71,1.94,-%,-%,R$ 1.875.089.000,R$ 5.130.981.000,R$ 4.361.183.000,651.072.000,R$ 13.339.421.000,R$ 4.200.378.000,R$ 3.929.242.000,R$ 3.255.892.000,R$ 673.350.000,Nível 1,"31,40%","100,00%",R$ 26.952.000,Bens Industriais,Máquinas e Equipamentos Industriais,"-36,00%","-38,46%","-44,51%","-32,08%","0,00%","0,00%"
CBAV,2023,-3.66,0.45,0.74,"6,78%","-24,81%","-12,35%","1,03%","-12,06%","-4,30%",-18.96,-6.75,-10.52,-3.75,0.24,1.18,-0.38,6.85,-1.39,0.54,"-20,36%","-11,93%","-5,97%",-8.44,-3.01,0.99,0.33,0.65,2.36,-%,-%,R$ 1.875.089.000,R$ 5.130.981.000,R$ 4.361.183.000,651.072.000,R$ 13.339.421.000,R$ 4.200.378.000,R$ 3.929.242.000,R$ 3.255.892.000,R$ 673.350.000,Nível 1,"31,40%","100,00%",R$ 26.952.000,Bens Industriais,Máquinas e Equipamentos Industriais,"-36,00%","-38,46%","-44,51%","-32,08%","0,00%","0,00%"
CBAV,2022,8.67,0.85,1.48,"3,32%","28,78%","9,83%","18,69%","12,83%","18,95%",5.58,8.24,4.50,6.64,0.61,3.61,-0.94,7.83,1.33,0.72,"17,03%","12,66%","9,32%",1.08,1.60,0.59,0.42,0.58,1.95,-%,-%,R$ 1.875.089.000,R$ 5.130.981.000,R$ 4.361.183.000,651.072.000,R$ 13.339.421.000,R$ 4.200.378.000,R$ 3.929.242.000,R$ 3.255.892.000,R$ 673.350.000,Nível 1,"31,40%","100,00%",R$ 26.952.000,Bens Industriais,Máquinas e Equipamentos Industriais,"-36,00%","-38,46%","-44,51%","-32,08%","0,00%","0,00%"
CBAV,2021,11.34,1.00,1.87,"0,00%","0,00%","8,82%","19,28%","16,07%","21,96%",5.29,7.23,4.55,6.22,0.70,3.67,-1.12,6.91,1.14,0.70,"16,51%","16,11%","7,00%",0.74,1.01,0.70,0.38,0.61,2.06,-%,-%,R$ 1.875.089.000,R$ 5.130.981.000,R$ 4.361.183.000,651.072.000,R$ 13.339.421.000,R$ 4.200.378.000,R$ 3.929.242.000,R$ 3.255.892.000,R$ 673.350.000,Nível 1,"31,40%","100,00%",R$ 26.952.000,Bens Industriais,Máquinas e Equipamentos Industriais,"-36,00%","-38,46%","-44,51%","-32,08%","0,00%","0,00%"
VALE,Atual,8.34,1.15,1.13,"8,55%","74,56%","13,81%","34,24%","20,82%","29,11%",5.04,7.05,3.96,5.53,0.49,14.20,-0.61,47.19,6.38,0.42,"13,52%","12,24%","5,65%",1.09,1.52,0.45,0.43,0.55,1.22,"0,10%","2,28%",R$ 240.975.912.000,R$ 307.271.912.000,R$ 214.175.000.000,4.539.007.000,R$ 493.226.000.000,R$ 95.964.000.000,R$ 97.383.000.000,R$ 66.296.000.000,R$ 31.087.000.000,Novo Mercado,"94,09%","100,00%",R$ 1.233.208.000,Materiais Básicos,Minerais Metálicos,"-2,69%","-2,62%","-2,44%","0,96%","38,55%","549,59%"
VALE,2024,7.84,1.20,1.20,"9,81%","69,43%","15,34%","36,25%","26,92%","34,94%",4.34,5.64,3.44,4.46,0.50,102.27,-0.60,45.55,6.96,0.42,"15,28%","17,06%","6,13%",0.90,1.17,0.46,0.42,0.57,1.03,"6,75%",-%,R$ 240.975.912.000,R$ 307.271.912.000,R$ 214.175.000.000,4.539.007.000,R$ 493.226.000.000,R$ 95.964.000.000,R$ 97.383.000.000,R$ 66.296.000.000,R$ 31.087.000.000,Novo Mercado,"94,09%","100,00%",R$ 1.233.208.000,Materiais Básicos,Minerais Metálicos,"-2,69%","-2,62%","-2,44%","0,96%","38,55%","549,59%"
VALE,2023,8.77,1.68,1.83,"7,87%","72,39%","19,20%","42,32%","31,37%","38,72%",4.97,6.13,4.35,5.37,0.77,17.90,-0.96,42.07,8.80,0.46,"20,91%","19,46%","8,89%",0.62,0.76,0.35,0.42,0.57,1.28,"9,12%","9,54%",R$ 240.975.912.000,R$ 307.271.912.000,R$ 214.175.000.000,4.539.007.000,R$ 493.226.000.000,R$ 95.964.000.000,R$ 97.383.000.000,R$ 66.296.000.000,R$ 31.087.000.000,Novo Mercado,"94,09%","100,00%",R$ 1.233.208.000,Materiais Básicos,Minerais Metálicos,"-2,69%","-2,62%","-2,44%","0,96%","38,55%","549,59%"
VALE,2022,4.21,1.78,2.16,"8,53%","34,50%","42,35%","45,17%","39,88%","50,73%",3.87,4.92,3.51,4.47,0.89,47.29,-1.08,41.22,21.13,0.50,"51,27%","29,65%","21,25%",0.36,0.46,0.35,0.41,0.57,1.12,"15,85%","40,38%",R$ 240.975.912.000,R$ 307.271.912.000,R$ 214.175.000.000,4.539.007.000,R$ 493.226.000.000,R$ 95.964.000.000,R$ 97.383.000.000,R$ 66.296.000.000,R$ 31.087.000.000,Novo Mercado,"94,09%","100,00%",R$ 1.233.208.000,Materiais Básicos,Minerais Metálicos,"-2,69%","-2,62%","-2,44%","0,96%","38,55%","549,59%"
VALE,2021,2.92,1.21,1.84,"18,79%","54,85%","41,56%","60,45%","48,46%","52,17%",2.39,2.58,2.33,2.50,0.71,8.85,-0.95,42.39,26.71,0.58,"63,01%","43,08%","24,33%",0.07,0.07,0.40,0.39,0.61,1.47,"25,25%","55,64%",R$ 240.975.912.000,R$ 307.271.912.000,R$ 214.175.000.000,4.539.007.000,R$ 493.226.000.000,R$ 95.964.000.000,R$ 97.383.000.000,R$ 66.296.000.000,R$ 31.087.000.000,Novo Mercado,"94,09%","100,00%",R$ 1.233.208.000,Materiais Básicos,Minerais Metálicos,"-2,69%","-2,62%","-2,44%","0,96%","38,55%","549,59%"
VALE,2020,14.86,1.90,2.25,"2,75%","40,91%","12,81%","52,73%","24,97%","35,57%",5.46,7.78,5.35,7.62,0.83,7.79,-1.13,38.82,5.89,0.44,"15,16%","19,31%","5,21%",0.11,0.15,0.44,0.37,0.62,1.67,"19,52%",-%,R$ 240.975.912.000,R$ 307.271.912.000,R$ 214.175.000.000,4.539.007.000,R$ 493.226.000.000,R$ 95.964.000.000,R$ 97.383.000.000,R$ 66.296.000.000,R$ 31.087.000.000,Novo Mercado,"94,09%","100,00%",R$ 1.233.208.000,Materiais Básicos,Minerais Metálicos,"-2,69%","-2,62%","-2,44%","0,96%","38,55%","549,59%"
PMAM,Atual,-0.07,0.21,-0.02,-,-,"-283,89%","-30,88%","-74,88%","-58,35%",-16.99,-13.23,-0.36,-0.28,0.07,-0.02,-0.09,-82.89,-19.10,0.35,"-23,04%","29,38%","-98,35%",-16.63,-12.96,-0.79,-4.27,5.27,0.05,"-33,93%",-,R$ 110.051.000,R$ 5.352.935.000,R$ -6.658.139.000,80.329.000,R$ 1.559.819.000,R$ 342.941.000,R$ 5.280.123.000,R$ 5.242.884.000,R$ 37.239.000,Novo Mercado,"100,00%","100,00%",R$ 307.000,Materiais Básicos,Artefatos de Cobre,"-16,46%","-34,13%","-31,84%","-72,98%","-88,43%","-94,40%"
PMAM,2024,-0.04,0.18,-0.01,"0,00%","0,00%","-464,99%","-35,57%","-95,53%","-76,30%",-15.04,-12.01,-0.23,-0.19,0.05,-0.01,-0.07,-78.25,-26.62,0.28,"-34,02%","43,07%","-131,44%",-14.81,-11.83,-0.83,-3.86,4.86,0.06,"-38,50%",-%,R$ 110.051.000,R$ 5.352.935.000,R$ -6.658.139.000,80.329.000,R$ 1.559.819.000,R$ 342.941.000,R$ 5.280.123.000,R$ 5.242.884.000,R$ 37.239.000,Novo Mercado,"100,00%","100,00%",R$ 307.000,Materiais Básicos,Artefatos de Cobre,"-16,46%","-34,13%","-31,84%","-72,98%","-88,43%","-94,40%"
PMAM,2023,-0.25,0.36,-0.08,"0,00%","0,00%","-142,88%","-36,79%","-77,84%","-67,75%",-6.12,-5.33,-0.53,-0.46,0.20,-0.10,-0.25,-52.58,-17.30,0.55,"-32,91%","150,36%","-77,90%",-5.59,-4.87,-0.88,-2.37,3.37,0.10,"-27,23%",-%,R$ 110.051.000,R$ 5.352.935.000,R$ -6.658.139.000,80.329.000,R$ 1.559.819.000,R$ 342.941.000,R$ 5.280.123.000,R$ 5.242.884.000,R$ 37.239.000,Novo Mercado,"100,00%","100,00%",R$ 307.000,Materiais Básicos,Artefatos de Cobre,"-16,46%","-34,13%","-31,84%","-72,98%","-88,43%","-94,40%"
PMAM,2022,-0.14,0.19,-0.13,"0,00%","0,00%","-134,65%","-24,83%","-70,47%","-65,34%",-2.70,-2.51,-0.29,-0.26,0.19,-0.13,-0.26,-35.08,-33.63,1.01,"-95,87%","-384,40%","-135,83%",-2.42,-2.24,-1.13,-1.42,2.42,0.16,"-10,58%",-%,R$ 110.051.000,R$ 5.352.935.000,R$ -6.658.139.000,80.329.000,R$ 1.559.819.000,R$ 342.941.000,R$ 5.280.123.000,R$ 5.242.884.000,R$ 37.239.000,Novo Mercado,"100,00%","100,00%",R$ 307.000,Materiais Básicos,Artefatos de Cobre,"-16,46%","-34,13%","-31,84%","-72,98%","-88,43%","-94,40%"
PMAM,2021,-1.01,0.17,-0.85,"0,00%","0,00%","-16,99%","-0,14%","-6,95%","-3,96%",-21.47,-12.22,-4.35,-2.48,0.26,-19.84,-0.41,-11.88,-9.97,1.54,"-83,97%","-14,69%","-26,13%",-17.12,-9.74,-3.41,-0.31,1.31,0.96,"0,55%",-%,R$ 110.051.000,R$ 5.352.935.000,R$ -6.658.139.000,80.329.000,R$ 1.559.819.000,R$ 342.941.000,R$ 5.280.123.000,R$ 5.242.884.000,R$ 37.239.000,Novo Mercado,"100,00%","100,00%",R$ 307.000,Materiais Básicos,Artefatos de Cobre,"-16,46%","-34,13%","-31,84%","-72,98%","-88,43%","-94,40%"
PMAM,2020,-0.93,0.19,-4.04,"0,00%","0,00%","-20,07%","2,99%","-5,35%","-1,75%",-47.03,-15.33,-10.72,-3.50,0.20,-0.38,-0.37,-2.47,-10.73,1.06,"-433,86%","-8,87%","-21,37%",-36.31,-11.84,-14.55,-0.05,1.05,0.47,"-4,39%",-%,R$ 110.051.000,R$ 5.352.935.000,R$ -6.658.139.000,80.329.000,R$ 1.559.819.000,R$ 342.941.000,R$ 5.280.123.000,R$ 5.242.884.000,R$ 37.239.000,Novo Mercado,"100,00%","100,00%",R$ 307.000,Materiais Básicos,Artefatos de Cobre,"-16,46%","-34,13%","-31,84%","-72,98%","-88,43%","-94,40%"
FHER,Atual,-0.35,0.05,-0.20,-,-,"-14,16%","3,26%","-5,22%","-3,48%",0.36,0.24,-1.41,-0.94,0.07,-0.56,-0.26,-20.73,-11.83,1.32,"-57,04%","48,29%","-18,75%",1.77,1.18,-0.03,-0.33,1.33,0.87,"15,24%",-,R$ 210.043.000,R$ -67.168.000,R$ -1.116.516.000,53.857.000,R$ 3.396.446.000,R$ 2.547.516.000,R$ 38.097.000,R$ -277.212.000,R$ 315.309.000,Novo Mercado,"10,02%","100,00%",R$ 35.000,Materiais Básicos,Fertilizantes e Defensivos,"-3,94%","2,90%","-7,58%","-68,75%","36,36%","120,34%"
FHER,2024,-0.29,0.07,-0.29,"0,00%","0,00%","-25,06%","2,86%","-5,49%","-4,14%",-1.36,-1.03,-1.75,-1.32,0.11,-0.57,-0.39,-21.30,-21.44,1.48,"-100,66%","35,82%","-37,06%",0.39,0.29,-0.02,-0.37,1.37,0.79,"31,29%",-%,R$ 210.043.000,R$ -67.168.000,R$ -1.116.516.000,53.857.000,R$ 3.396.446.000,R$ 2.547.516.000,R$ 38.097.000,R$ -277.212.000,R$ 315.309.000,Novo Mercado,"10,02%","100,00%",R$ 35.000,Materiais Básicos,Fertilizantes e Defensivos,"-3,94%","2,90%","-7,58%","-68,75%","36,36%","120,34%"
FHER,2023,-1.10,0.07,53.02,"0,00%","0,00%","-6,77%","0,16%","-6,93%","-6,04%",-1.19,-1.04,-1.24,-1.08,0.13,1.72,-0.50,0.14,-6.70,1.78,"-4.802,47%","-1.205,71%","-12,02%",0.05,0.04,3.42,0.002503,1.00,1.12,"7,66%",-%,R$ 210.043.000,R$ -67.168.000,R$ -1.116.516.000,53.857.000,R$ 3.396.446.000,R$ 2.547.516.000,R$ 38.097.000,R$ -277.212.000,R$ 315.309.000,Novo Mercado,"10,02%","100,00%",R$ 35.000,Materiais Básicos,Fertilizantes e Defensivos,"-3,94%","2,90%","-7,58%","-68,75%","36,36%","120,34%"
FHER,2022,-6.18,0.16,2.52,"0,00%","0,00%","-2,65%","4,28%","-1,02%","-0,46%",-33.50,-15.19,-35.43,-16.07,0.31,1.18,-1.37,6.84,-2.80,1.88,"-40,86%","-33,26%","-4,99%",1.93,0.88,0.03,0.12,0.88,1.51,"3,45%",-%,R$ 210.043.000,R$ -67.168.000,R$ -1.116.516.000,53.857.000,R$ 3.396.446.000,R$ 2.547.516.000,R$ 38.097.000,R$ -277.212.000,R$ 315.309.000,Novo Mercado,"10,02%","100,00%",R$ 35.000,Materiais Básicos,Fertilizantes e Defensivos,"-3,94%","2,90%","-7,58%","-68,75%","36,36%","120,34%"
FHER,2021,1.48,0.23,1.91,"0,00%","0,00%","15,55%","23,29%","19,63%","20,28%",1.68,1.73,1.14,1.17,0.34,1.16,-1.18,9.64,12.39,1.49,"128,53%","80,72%","23,16%",0.54,0.56,0.96,0.18,0.82,1.72,"-3,75%","72,89%",R$ 210.043.000,R$ -67.168.000,R$ -1.116.516.000,53.857.000,R$ 3.396.446.000,R$ 2.547.516.000,R$ 38.097.000,R$ -277.212.000,R$ 315.309.000,Novo Mercado,"10,02%","100,00%",R$ 35.000,Materiais Básicos,Fertilizantes e Defensivos,"-3,94%","2,90%","-7,58%","-68,75%","36,36%","120,34%"
FHER,2020,-0.80,0.07,-1.08,"0,00%","0,00%","-9,00%","14,36%","6,99%","8,25%",2.34,2.76,0.87,1.03,0.09,0.65,-0.18,-2.75,-3.70,1.22,"-134,47%","93,40%","-11,00%",1.47,1.73,-2.08,-0.08,1.08,1.35,"-18,89%",-%,R$ 210.043.000,R$ -67.168.000,R$ -1.116.516.000,53.857.000,R$ 3.396.446.000,R$ 2.547.516.000,R$ 38.097.000,R$ -277.212.000,R$ 315.309.000,Novo Mercado,"10,02%","100,00%",R$ 35.000,Materiais Básicos,Fertilizantes e Defensivos,"-3,94%","2,90%","-7,58%","-68,75%","36,36%","120,34%"
